profile_id,prism_replicate,perturbation_well,culture,perturbation_type,dose,broad_id,name,compound_plate,rep,screen
PREP053_PR300P_120H_X1_R3:N24,PREP053_PR300P_120H_X1_R3,N24,PR500B,trt_cp,2.5,BRD-K00079347-066-02-9,MK-0941,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O01,PREP053_PR300P_120H_X1_R3,O01,PR500B,trt_cp,2.5,BRD-K00077023-001-02-9,Oteseconazole,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O02,PREP053_PR300P_120H_X1_R3,O02,PR500B,trt_cp,2.5,BRD-K00079087-001-02-9,Decoglurant,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O03,PREP053_PR300P_120H_X1_R3,O03,PR500B,trt_cp,2.5,BRD-K00091290-001-01-9,TAS4464,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O04,PREP053_PR300P_120H_X1_R3,O04,PR500B,trt_cp,2.5,BRD-K00077698-001-02-9,Bimosiamose,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O05,PREP053_PR300P_120H_X1_R3,O05,PR500B,trt_cp,2.5,BRD-K00090625-001-01-9,NP-G2-044,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O06,PREP053_PR300P_120H_X1_R3,O06,PR500B,trt_cp,2.5,BRD-K44518413-066-04-9,Tricaine (methanesulfonate),PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O07,PREP053_PR300P_120H_X1_R3,O07,PR500B,trt_cp,2.5,BRD-K47738867-001-05-9 - QC Failure,Ethyl pyruvate - QC Failure,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O08,PREP053_PR300P_120H_X1_R3,O08,PR500B,trt_cp,2.5,BRD-K00076061-001-02-9,Aleglitazar,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O09,PREP053_PR300P_120H_X1_R3,O09,PR500B,trt_cp,2.5,BRD-K00090642-001-01-9 - QC Failure,Paliperidone palmitate - QC Failure,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O10,PREP053_PR300P_120H_X1_R3,O10,PR500B,trt_cp,2.5,BRD-K00091113-001-01-9,BIIB068,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O11,PREP053_PR300P_120H_X1_R3,O11,PR500B,trt_cp,2.5,BRD-K00091067-376-01-9,AMXT-1501 tetrahydrochloride,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O12,PREP053_PR300P_120H_X1_R3,O12,PR500B,trt_cp,2.5,BRD-K00076260-001-02-9,SR 146131,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O13,PREP053_PR300P_120H_X1_R3,O13,PR500B,trt_cp,2.5,BRD-K00090638-001-01-9 - QC Failure,TAK-981 - QC Failure,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O14,PREP053_PR300P_120H_X1_R3,O14,PR500B,ctl_vehicle,NA,NA,NA,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O15,PREP053_PR300P_120H_X1_R3,O15,PR500B,trt_cp,2.5,BRD-A09155491-001-03-9 - QC Failure,Terpinen-4-ol - QC Failure,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O16,PREP053_PR300P_120H_X1_R3,O16,PR500B,trt_poscon,20,NA,NA,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O17,PREP053_PR300P_120H_X1_R3,O17,PR500B,trt_cp,2.5,BRD-K76687997-003-07-9,Ranitidine (hydrochloride),PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O18,PREP053_PR300P_120H_X1_R3,O18,PR500B,trt_poscon,20,NA,NA,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O19,PREP053_PR300P_120H_X1_R3,O19,PR500B,trt_cp,2.5,BRD-K00075424-001-02-9,Recilisib,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O20,PREP053_PR300P_120H_X1_R3,O20,PR500B,trt_cp,2.5,BRD-K28936863-051-36-9 - QC Failure,Ketotifen (fumarate) - QC Failure,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O21,PREP053_PR300P_120H_X1_R3,O21,PR500B,trt_cp,2.5,BRD-K00084310-001-02-9 - QC Failure,TNO155 - QC Failure,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O22,PREP053_PR300P_120H_X1_R3,O22,PR500B,trt_poscon,20,NA,NA,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O23,PREP053_PR300P_120H_X1_R3,O23,PR500B,trt_cp,2.5,BRD-K00089573-003-01-9 - QC Failure,{3-[(aminocarbonyl)amino]-2-methoxypropyl}(chloro) - QC Failure,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:O24,PREP053_PR300P_120H_X1_R3,O24,PR500B,trt_cp,2.5,BRD-K00091071-001-01-9,PF-06952229,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P01,PREP053_PR300P_120H_X1_R3,P01,PR500B,trt_cp,2.5,BRD-K00091297-001-01-9,Saredutant,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P03,PREP053_PR300P_120H_X1_R3,P03,PR500B,ctl_vehicle,NA,NA,NA,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P04,PREP053_PR300P_120H_X1_R3,P04,PR500B,trt_cp,2.5,BRD-K00079236-001-02-9 - QC Failure,Besifovir - QC Failure,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P05,PREP053_PR300P_120H_X1_R3,P05,PR500B,trt_poscon,20,NA,NA,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P06,PREP053_PR300P_120H_X1_R3,P06,PR500B,trt_cp,2.5,BRD-K00091132-001-01-9,LTA4H-IN-1,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P07,PREP053_PR300P_120H_X1_R3,P07,PR500B,trt_cp,2.5,BRD-K00090630-001-01-9 - QC Failure,Almonertinib - QC Failure,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P08,PREP053_PR300P_120H_X1_R3,P08,PR500B,trt_cp,2.5,BRD-K00077480-001-02-9,Trifarotene,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P09,PREP053_PR300P_120H_X1_R3,P09,PR500B,trt_cp,2.5,BRD-K00091083-015-01-9,IM156,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P10,PREP053_PR300P_120H_X1_R3,P10,PR500B,trt_cp,2.5,BRD-K00091102-001-01-9,Gusacitinib,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P11,PREP053_PR300P_120H_X1_R3,P11,PR500B,trt_cp,2.5,BRD-K00077013-001-02-9,Mapracorat,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P12,PREP053_PR300P_120H_X1_R3,P12,PR500B,trt_cp,2.5,BRD-K00071595-065-01-9 - QC Failure,Isavuconazonium sulfate - QC Failure,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P13,PREP053_PR300P_120H_X1_R3,P13,PR500B,trt_cp,2.5,BRD-K00079404-001-02-9,LAS101057,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P14,PREP053_PR300P_120H_X1_R3,P14,PR500B,trt_cp,2.5,BRD-K00075715-003-02-9,ABT-418 (hydrochloride),PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P15,PREP053_PR300P_120H_X1_R3,P15,PR500B,trt_cp,2.5,BRD-K00091097-040-01-9 - QC Failure,Taletrectinib - QC Failure,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P16,PREP053_PR300P_120H_X1_R3,P16,PR500B,trt_cp,2.5,BRD-K00091264-001-01-9,Filibuvir,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P17,PREP053_PR300P_120H_X1_R3,P17,PR500B,trt_cp,2.5,BRD-K00091090-001-01-9,S55746,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P18,PREP053_PR300P_120H_X1_R3,P18,PR500B,trt_cp,2.5,BRD-K00091080-001-01-9,SSTR5 antagonist 1,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P19,PREP053_PR300P_120H_X1_R3,P19,PR500B,trt_cp,2.5,BRD-K00087010-001-02-9,CC-92480,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P20,PREP053_PR300P_120H_X1_R3,P20,PR500B,trt_cp,2.5,BRD-K00074641-001-02-9,Imrecoxib,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P21,PREP053_PR300P_120H_X1_R3,P21,PR500B,trt_cp,2.5,BRD-K00069020-001-02-9,Mobocertinib,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P22,PREP053_PR300P_120H_X1_R3,P22,PR500B,trt_cp,2.5,BRD-K00078070-001-02-9,"2,4-Dihydroxypyrimidine-5-carboxylic Acid",PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P23,PREP053_PR300P_120H_X1_R3,P23,PR500B,trt_poscon,20,NA,NA,PREP053,X1,REP300
PREP053_PR300P_120H_X1_R3:P24,PREP053_PR300P_120H_X1_R3,P24,PR500B,trt_poscon,20,NA,NA,PREP053,X1,REP300
PREP053_PR300P_120H_X2_R3:A01,PREP053_PR300P_120H_X2_R3,A01,PR500B,trt_cp,2.5,BRD-K00073947-001-02-9,Seltorexant,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A02,PREP053_PR300P_120H_X2_R3,A02,PR500B,trt_cp,2.5,BRD-K00076061-001-02-9,Aleglitazar,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A03,PREP053_PR300P_120H_X2_R3,A03,PR500B,ctl_vehicle,NA,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A04,PREP053_PR300P_120H_X2_R3,A04,PR500B,trt_cp,2.5,BRD-K00084842-001-01-9,Lotilaner,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A05,PREP053_PR300P_120H_X2_R3,A05,PR500B,ctl_vehicle,NA,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A06,PREP053_PR300P_120H_X2_R3,A06,PR500B,trt_cp,2.5,BRD-K00071592-001-01-9,Pibrentasvir,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A07,PREP053_PR300P_120H_X2_R3,A07,PR500B,trt_cp,2.5,BRD-K00074712-001-02-9,Teglicar,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A08,PREP053_PR300P_120H_X2_R3,A08,PR500B,trt_cp,2.5,BRD-K00074484-001-02-9,MHP,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A09,PREP053_PR300P_120H_X2_R3,A09,PR500B,trt_poscon,20,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A10,PREP053_PR300P_120H_X2_R3,A10,PR500B,trt_cp,2.5,BRD-K00073445-003-02-9 - QC Failure,Vabicaserin hydrochloride - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A11,PREP053_PR300P_120H_X2_R3,A11,PR500B,trt_cp,2.5,BRD-K44518413-066-04-9,Tricaine (methanesulfonate),PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A12,PREP053_PR300P_120H_X2_R3,A12,PR500B,trt_cp,2.5,BRD-K00091289-300-01-9,Tebanicline (dihydrochloride),PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A13,PREP053_PR300P_120H_X2_R3,A13,PR500B,trt_cp,2.5,BRD-K00091105-001-01-9,N-Acetylcysteine amide,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A14,PREP053_PR300P_120H_X2_R3,A14,PR500B,trt_cp,2.5,BRD-K00076909-001-02-9,AZD2098,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A15,PREP053_PR300P_120H_X2_R3,A15,PR500B,trt_cp,2.5,BRD-K00089573-003-01-9 - QC Failure,{3-[(aminocarbonyl)amino]-2-methoxypropyl}(chloro) - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A16,PREP053_PR300P_120H_X2_R3,A16,PR500B,trt_cp,2.5,BRD-K00090627-050-01-9,Arimoclomol (maleate),PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A17,PREP053_PR300P_120H_X2_R3,A17,PR500B,trt_cp,2.5,BRD-K00091108-001-01-9,PRI-724,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A18,PREP053_PR300P_120H_X2_R3,A18,PR500B,trt_cp,2.5,BRD-K00076493-001-02-9,NRC-2694,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A19,PREP053_PR300P_120H_X2_R3,A19,PR500B,trt_cp,2.5,BRD-K00076917-001-02-9,Febantel,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A20,PREP053_PR300P_120H_X2_R3,A20,PR500B,trt_cp,2.5,BRD-K00090634-001-01-9,Enarodustat,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A21,PREP053_PR300P_120H_X2_R3,A21,PR500B,trt_cp,2.5,BRD-K47738867-001-05-9 - QC Failure,Ethyl pyruvate - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A22,PREP053_PR300P_120H_X2_R3,A22,PR500B,trt_cp,2.5,BRD-K00079239-001-02-9,E1210,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A23,PREP053_PR300P_120H_X2_R3,A23,PR500B,trt_poscon,20,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:A24,PREP053_PR300P_120H_X2_R3,A24,PR500B,trt_cp,2.5,BRD-K00078970-001-02-9 - QC Failure,Zidebactam - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B01,PREP053_PR300P_120H_X2_R3,B01,PR500B,trt_cp,2.5,BRD-K00091128-304-01-9 - QC Failure,Foslinanib (disodium) - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B02,PREP053_PR300P_120H_X2_R3,B02,PR500B,trt_cp,2.5,BRD-K00076468-001-02-9,Brofaromine,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B03,PREP053_PR300P_120H_X2_R3,B03,PR500B,ctl_vehicle,NA,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B04,PREP053_PR300P_120H_X2_R3,B04,PR500B,trt_cp,2.5,BRD-K00084841-001-01-9,Fluticasone furoate,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B05,PREP053_PR300P_120H_X2_R3,B05,PR500B,trt_cp,2.5,BRD-K00091268-001-01-9 - QC Failure,Crocin - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B06,PREP053_PR300P_120H_X2_R3,B06,PR500B,trt_cp,2.5,BRD-K00090645-001-01-9,Dorzagliatin,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B07,PREP053_PR300P_120H_X2_R3,B07,PR500B,trt_cp,2.5,BRD-K00091109-001-01-9,Ligandrol,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B08,PREP053_PR300P_120H_X2_R3,B08,PR500B,trt_cp,2.5,BRD-K00093437-001-01-9,Elexacaftor,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B09,PREP053_PR300P_120H_X2_R3,B09,PR500B,trt_cp,2.5,BRD-K00029604-001-02-9,Latanoprostene bunod,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B10,PREP053_PR300P_120H_X2_R3,B10,PR500B,trt_cp,2.5,BRD-K00090635-001-01-9,DM4,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B11,PREP053_PR300P_120H_X2_R3,B11,PR500B,ctl_vehicle,NA,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B12,PREP053_PR300P_120H_X2_R3,B12,PR500B,trt_cp,2.5,BRD-K00091104-001-01-9,9-ING-41,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B13,PREP053_PR300P_120H_X2_R3,B13,PR500B,trt_cp,2.5,BRD-K00074122-001-02-9,TAS-116,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B14,PREP053_PR300P_120H_X2_R3,B14,PR500B,trt_cp,2.5,BRD-K00091280-001-01-9,ASP5878,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B15,PREP053_PR300P_120H_X2_R3,B15,PR500B,trt_cp,2.5,BRD-K00091288-001-01-9,Belzutifan,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B16,PREP053_PR300P_120H_X2_R3,B16,PR500B,trt_cp,2.5,BRD-K00073864-001-02-9,Pexacerfont,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B17,PREP053_PR300P_120H_X2_R3,B17,PR500B,trt_cp,2.5,BRD-K00091121-003-01-9,SEL120-34A (monohydrochloride),PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B18,PREP053_PR300P_120H_X2_R3,B18,PR500B,trt_cp,2.5,BRD-K00074735-014-02-9,Olanexidine,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B19,PREP053_PR300P_120H_X2_R3,B19,PR500B,trt_cp,2.5,BRD-K00078382-001-02-9 - QC Failure,Pipequaline - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B20,PREP053_PR300P_120H_X2_R3,B20,PR500B,trt_cp,2.5,BRD-K00091085-001-01-9,BAY 2416964,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B21,PREP053_PR300P_120H_X2_R3,B21,PR500B,trt_cp,2.5,BRD-K00079335-003-02-9 - QC Failure,Tyroserleutide (hydrochloride) - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B22,PREP053_PR300P_120H_X2_R3,B22,PR500B,trt_poscon,20,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B23,PREP053_PR300P_120H_X2_R3,B23,PR500B,trt_cp,2.5,BRD-K00090654-001-01-9,LHF-535,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:B24,PREP053_PR300P_120H_X2_R3,B24,PR500B,trt_cp,2.5,BRD-K00091066-075-01-9,T-1101 (tosylate),PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C01,PREP053_PR300P_120H_X2_R3,C01,PR500B,trt_cp,2.5,BRD-K00091276-003-01-9 - QC Failure,Foliglurax (monohydrochloride) - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C02,PREP053_PR300P_120H_X2_R3,C02,PR500B,trt_cp,2.5,BRD-K89669299-001-04-9,Pericyazine,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C03,PREP053_PR300P_120H_X2_R3,C03,PR500B,trt_cp,2.5,BRD-K00090621-001-02-9,Molnupiravir,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C04,PREP053_PR300P_120H_X2_R3,C04,PR500B,trt_cp,2.5,BRD-K84924563-001-06-9 - QC Failure,6-Diazo-5-oxo-L-nor-Leucine - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C05,PREP053_PR300P_120H_X2_R3,C05,PR500B,ctl_vehicle,NA,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C06,PREP053_PR300P_120H_X2_R3,C06,PR500B,trt_poscon,20,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C07,PREP053_PR300P_120H_X2_R3,C07,PR500B,trt_cp,2.5,BRD-K00077971-001-02-9,BAY-85-8501,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C08,PREP053_PR300P_120H_X2_R3,C08,PR500B,trt_cp,2.5,BRD-K00073449-019-02-9,H-Val-Pro-Pro-OH (TFA),PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C09,PREP053_PR300P_120H_X2_R3,C09,PR500B,trt_cp,2.5,BRD-K00075715-003-02-9,ABT-418 (hydrochloride),PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C10,PREP053_PR300P_120H_X2_R3,C10,PR500B,trt_cp,2.5,BRD-K00091100-001-01-9,Antineoplaston A10,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C11,PREP053_PR300P_120H_X2_R3,C11,PR500B,trt_poscon,20,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C12,PREP053_PR300P_120H_X2_R3,C12,PR500B,trt_cp,2.5,BRD-K00091082-001-01-9,LY2922470,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C13,PREP053_PR300P_120H_X2_R3,C13,PR500B,ctl_vehicle,NA,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C14,PREP053_PR300P_120H_X2_R3,C14,PR500B,trt_cp,2.5,BRD-K00074843-001-02-9,Tepilamide fumarate,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C15,PREP053_PR300P_120H_X2_R3,C15,PR500B,trt_cp,2.5,BRD-K20878815-001-06-9,Kojic acid,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C16,PREP053_PR300P_120H_X2_R3,C16,PR500B,trt_cp,2.5,BRD-K00091092-001-01-9,Olutasidenib,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C17,PREP053_PR300P_120H_X2_R3,C17,PR500B,trt_cp,2.5,BRD-K00071590-001-01-9 - QC Failure,florbetapir - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C18,PREP053_PR300P_120H_X2_R3,C18,PR500B,trt_cp,2.5,BRD-K00091080-001-01-9,SSTR5 antagonist 1,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C19,PREP053_PR300P_120H_X2_R3,C19,PR500B,trt_cp,2.5,BRD-K00091126-001-01-9,USL311,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C20,PREP053_PR300P_120H_X2_R3,C20,PR500B,trt_cp,2.5,BRD-K00090629-001-01-9,RBN-2397,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C21,PREP053_PR300P_120H_X2_R3,C21,PR500B,trt_cp,2.5,BRD-K00076949-001-02-9,Rimacalib,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C22,PREP053_PR300P_120H_X2_R3,C22,PR500B,trt_cp,2.5,BRD-K00089571-003-01-9 - QC Failure,P005672 (hydrochloride) - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C23,PREP053_PR300P_120H_X2_R3,C23,PR500B,ctl_vehicle,NA,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:C24,PREP053_PR300P_120H_X2_R3,C24,PR500B,trt_cp,2.5,BRD-K00077460-001-02-9,Ilorasertib,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D01,PREP053_PR300P_120H_X2_R3,D01,PR500B,trt_cp,2.5,BRD-K00075280-001-02-9 - QC Failure,ethyl 10-(4-iodophenyl)undecanoate - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D02,PREP053_PR300P_120H_X2_R3,D02,PR500B,trt_cp,2.5,BRD-K00075947-066-02-9 - QC Failure,TAS-115 mesylate - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D03,PREP053_PR300P_120H_X2_R3,D03,PR500B,trt_cp,2.5,BRD-K00091265-001-01-9,GSK2983559 (free acid),PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D04,PREP053_PR300P_120H_X2_R3,D04,PR500B,ctl_vehicle,NA,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D05,PREP053_PR300P_120H_X2_R3,D05,PR500B,ctl_vehicle,NA,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D06,PREP053_PR300P_120H_X2_R3,D06,PR500B,trt_poscon,20,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D07,PREP053_PR300P_120H_X2_R3,D07,PR500B,trt_cp,2.5,BRD-K00029607-334-02-9,Netarsudil mesylate,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D08,PREP053_PR300P_120H_X2_R3,D08,PR500B,trt_cp,2.5,BRD-K78759563-001-04-9 - QC Failure,Robenidine - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D09,PREP053_PR300P_120H_X2_R3,D09,PR500B,trt_cp,2.5,BRD-K00091110-074-01-9,CC-90011 (benzenesulfonate),PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D10,PREP053_PR300P_120H_X2_R3,D10,PR500B,trt_cp,2.5,BRD-K00073457-001-02-9,Alminoprofen,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D11,PREP053_PR300P_120H_X2_R3,D11,PR500B,trt_cp,2.5,BRD-K00091294-001-01-9,FAPI-4,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D12,PREP053_PR300P_120H_X2_R3,D12,PR500B,trt_cp,2.5,BRD-K00071589-001-01-9,Lefamulin,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D13,PREP053_PR300P_120H_X2_R3,D13,PR500B,ctl_vehicle,NA,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D14,PREP053_PR300P_120H_X2_R3,D14,PR500B,trt_cp,2.5,BRD-K00069020-001-02-9,Mobocertinib,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D15,PREP053_PR300P_120H_X2_R3,D15,PR500B,trt_poscon,20,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D16,PREP053_PR300P_120H_X2_R3,D16,PR500B,trt_cp,2.5,BRD-K00091114-001-01-9 - QC Failure,Indotecan - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D17,PREP053_PR300P_120H_X2_R3,D17,PR500B,trt_cp,2.5,BRD-K00077029-001-02-9 - QC Failure,PF-00446687 - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D18,PREP053_PR300P_120H_X2_R3,D18,PR500B,ctl_vehicle,NA,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D19,PREP053_PR300P_120H_X2_R3,D19,PR500B,trt_cp,2.5,BRD-K00093440-001-01-9,Zandelisib,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D20,PREP053_PR300P_120H_X2_R3,D20,PR500B,trt_cp,2.5,BRD-K00084846-001-01-9,Oclacitinib,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D21,PREP053_PR300P_120H_X2_R3,D21,PR500B,trt_cp,2.5,BRD-K00091277-001-01-9,Petesicatib,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D22,PREP053_PR300P_120H_X2_R3,D22,PR500B,trt_poscon,20,NA,NA,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D23,PREP053_PR300P_120H_X2_R3,D23,PR500B,trt_cp,2.5,BRD-K00091068-001-01-9 - QC Failure,MKC8866 - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:D24,PREP053_PR300P_120H_X2_R3,D24,PR500B,trt_cp,2.5,BRD-K00084839-001-01-9,Dinotefuran,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:E01,PREP053_PR300P_120H_X2_R3,E01,PR500B,trt_cp,2.5,BRD-K00071587-001-01-9 - QC Failure,Lanreotide - QC Failure,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:E02,PREP053_PR300P_120H_X2_R3,E02,PR500B,trt_cp,2.5,BRD-K00091272-001-01-9,CCR1 antagonist 9,PREP053,X2,REP300
PREP053_PR300P_120H_X2_R3:E03,PREP053_PR300P_120H_X2_R3,E03,PR500B,trt_cp,2.5,BRD-K00090651-001-01-9,SNDX-5613,PREP053,X2,REP300
